Ein Service des Knowledge-Hubs von Monitor Versorgungsforschung. Täglich automatisiert KI-kuratiert aus PubMed und auf Deutsch übersetzt.

Aufgenommen;Autor;Publiziert am;In PubMed seit;Journal;Jahr;Titel;Fragestellung;Ergebnis;Übertragbarkeit;PMID;PubMed-Link
2026-09-09;Vuong T et al.;Okt. 2026;04.09.2026;Health Expect;2026;Sprachbarrieren und Systemstruktur erschweren Teilnahme von Migranten an Studien;Scoping Review zu Barrieren und Förderfaktoren für die Studienteilnahme von kulturell und sprachlich vielfältigen (CALD) Bevölkerungsgruppen in Australien – systematische Analyse von Fachliteratur und grauer Literatur.;"Fünf zentrale Themen identifiziert: (1) Teilnahmewilligkeit vorhanden, aber strukturell gehemmt; (2) Sprache und Gesundheitskompetenz als hartnäckige Barrieren; (3) kulturelle Werte und Vertrauen prägen Entscheidungen; (4) System-Praktiken limitieren Equity-Monitoring; (5) inkonsistente Umsetzung von Förderfaktoren. Politik erkannte Barrieren, aber nationale Umsetzung fragmentiert.";"Australisches Versicherungssystem, ähnliche Diversitätsfragen wie Deutschland; Empfehlungen eher konzeptionell";42695269;https://pubmed.ncbi.nlm.nih.gov/42695269/
2026-09-09;Xue T et al.;07.08.2026;04.09.2026;BMC Palliat Care;2026;Gesprächsbereitschaft für Advance-Care-Planning wächst mit Familie und klarer Information;Qualitative Studie in einem chinesischen Altenheim mit höher gebildeten älteren Menschen – Erkundung der Bereitschaft zu Advance-Care-Planning (ACP) und Faktoren, die diese beeinflussen.;36 Teilnehmende befragt (20 ältere Menschen, 4 Angehörige, 5 Ärzte, 5 Pflegekräfte, 2 Administrator). Ältere zeigten positive Einstellung zu ACP (Leiden reduzieren, Würde/Autonomie bewahren), aber Familienmitglieder und Fachleute äußerten Bedenken (Stabilitätsrisiken, Haftung). Bereitschaft wurde durch Familie, fachliche Anleitung, institutionelle Prozesse und Vertrauensklarheit geprägt – nicht nur individuelle Aufklärung.;"China, andere politische/rechtliche Struktur; Befunde zeigen Bedeutung von Familie und Kontextfaktoren universal relevant";42693424;https://pubmed.ncbi.nlm.nih.gov/42693424/
2026-09-09;Scharf T et al.;09.06.2026;09.06.2026;PLoS One;2026;Informationsmaterial zu Darmkrebsvorsorge veraendert ärztliche Verschreibungspraxis;Randomisierte Cluster-Studie in der Schweiz zu einer Schulung mit Entscheidungshilfen für Shared Decision-Making bei Darmkrebsscreening – Vergleich von Kolonoskopie und Bluttest als Screening-Methoden.;"Nach der Intervention verschrieben 84% der Ärzte in der Interventionsgruppe mindestens einem Patienten einen FOBT-Test (Bluttest-Screening), gegenüber 56% in der Kontrollgruppe (unadjustierte RR: 1,52; 95%-KI: 1,13–2,04). Die Sensitivitätsanalyse deutet auf Selektionsbias hin und zeigte bei wiederholten Messungen keinen signifikanten Unterschied zwischen Gruppen.";Schweiz (Sozialversicherung), Hausarztsystem mit Gatekeeping vergleichbar Deutschland;42263092;https://pubmed.ncbi.nlm.nih.gov/42263092/
2026-09-08;Meisser J et al.;Okt. 2026;07.09.2026;Health Expect;2026;Beteiligung von Menschen mit Demenz in Forschung: Barrieren und gelungene Bedingungen;Qualitative Metasynthesenanalyse identifizierte Bedingungen für gelingende Patientenbeteiligung (PPIE) bei Menschen mit Demenz: strukturierter Zugang, angepasste Kommunikation, flexible Prozesse und Transparenz über Einfluss auf Entscheidungen.;Metasynthesenanalyse: 33 qualitative Primärstudien zeigten vier zentrale Bedingungen (Zugang/Rekrutierung, Facilitation/Support, Beteiligungsformen, Evaluation). Interviews mit 11 PPIE-Gruppenmitgliedern bestätigten: psychologische Sicherheit, relationale Kontinuität und Sichtbarkeit des Einflusses sind Schlüsselfaktoren für sinnvolle Beteiligung.;UK-Rahmen, vergleichbare Herausforderungen bei Demenzforschung in DACH-Ländern;42703971;https://pubmed.ncbi.nlm.nih.gov/42703971/
2026-09-08;Stuckler D et al.;01.09.2026;07.09.2026;Health Promot Int;2026;Gegen Industrie-Narrative in der Gesundheitskommunikation: praktischer Aktionsrahmen;Narratives Review mit Expertenerfahrung zu Strategien, wie Gesundheitsförderung proaktiv gegen Desinformation der Industrie (Tabak, Alkohol, Ultra-verarbeitete Lebensmittel) vorgehen kann – mit sechs taktischen Kernprinzipien.;"Sechs Kerntaktiken identifiziert: (1) Wahl als Freiheit vor Manipulation reframen; (2) Innovationsnarrativ zu Accountability verschieben; (3) präventives Prebunking von Falschaussagen; (4) wissenschaftlichen Konsens verstärken; (5) schnelle, einheitliche, zugängliche Reaktionen; (6) Schäden durch Geschichten und Bilder humanisieren. Ergänzt um Policy-Maßnahmen: regulatorische Schutzmaßnahmen, Monitoring von Industrie-Narrativen, koordinierte grenzüberschreitende Infrastruktur.";Übergreifender Rahmen aus Evidence und Advocacy-Erfahrung, sprachunabhängige Strategien;42703720;https://pubmed.ncbi.nlm.nih.gov/42703720/
2026-09-08;Choi H et al.;03.09.2026;03.09.2026;PLoS One;2026;Shared Decision Making messen: Psychometrische Validierung eines koreanischen Instruments;Das MAPPIN'SDM-Instrument wurde ins Koreanische übersetzt und validiert, um Shared Decision Making in klinischen Settings zu messen – mit Patientinnen- und Fachpersonenversion.;Explorative und konfirmatorische Faktorenanalysen unterstützten Ein-Faktor-Modell. Cronbach's α=0,94 (Fachpersonen), 0,87 (Patienten). Guttman-Koeffizienten 0,90 bzw. 0,73. Guttman-Koeffizienten 0,90 bzw. 0,73. Starke Korrelation mit SDM-Q-Doc (r=0,88). K-MAPPIN'SDM ist psychometrisch valides Messinstrument für SDM-Implementierung.;"Korea, anderes System; psychometrische Evidenz übertragbar, kulturelle Anpassung erforderlich";42691454;https://pubmed.ncbi.nlm.nih.gov/42691454/
2026-09-08;Alon L et al.;02.09.2026;02.09.2026;J Med Internet Res;2026;GenAI für Gesundheitsinformation: Was Patienten können und fürchten;Systematische Überblicksanalyse von 27 empirischen Studien zu Barrieren und Erleichterungen bei der Nutzung generativer KI-Tools zur Gesundheitsinformation durch Patienten und Verbraucher.;Haupterleichterungen: Zugang/Effizienz (29,6%), Verständlichkeit (40,7%), Personalisierung (18,5%). Hauptbarrieren: Glaubwürdigkeits- und Vertrauensbedenken (48,1%), fehlende Zitate oder Genauigkeitshinweise. 22,2% der Studien berichteten über Kompetenzanforderungen, 18,5% über Verifizierungsfunktionen (Quellenangaben, Transkripte). Schlussfolgerung: Sichere Nutzung hängt von Modellqualität UND Nutzerfähigkeiten ab.;Internationale Synthese, sprachabhängig bei Verständlichkeit, übertragbare Faktoren für deutsches Publikum;42684809;https://pubmed.ncbi.nlm.nih.gov/42684809/
2026-09-08;Á Lakjuni Guttesen E et al.;02.07.2026;11.06.2026;Br J Surg;2026;Frauen erwarten mehr Information vor Bauchoperationen: Geschlechtsunterschiede in Aufklärung;Landesweite dänische Registeranalyse untersuchte geschlechtsspezifische Unterschiede in wahrgenommener Suffizienz perioperativer Information bei Bauchdeckenbruch-Eingriff.;"26.384 Patienten (10.108 Frauen, 16.276 Männer). Frauen waren häufiger unzufrieden: Vorbereitung auf OP (14,4% vs. 8,9%), postoperative Emotionen (39,1% vs. 21,7%), Erholungssorgen (33,6% vs. 21,7%). Adjustierte Analysen zeigten signifikante Unterschiede (OR 1,40–2,00; p<0,001). Jüngeres Alter und chronische Schmerzen verstärkten Unzufriedenheit.";Dänemark, vergleichbares Gesundheitssystem und Dokumentationswesen, direkter Übertrag auf deutschsprachige Länder;42274225;https://pubmed.ncbi.nlm.nih.gov/42274225/
2026-09-08;Scheibler F et al.;10.06.2026;10.06.2026;Z Evid Fortbild Qual Gesundhwes;2026;Werkzeug für verständliche Kommunikation von Harms in Patienteninformation;Das SCHADEN-Tool wurde über 2 Jahre iterativ entwickelt, um Creators von Gesundheitsinformation bei der verständlichen Kommunikation von Interventionsschäden zu unterstützen – mit 4 Sektionen, 9 Kernfragen und 29 detaillierten Fragen.;Deutschsprachiges Werkzeug mit kurzversion und Handbuch. Ergebnis: Tool als Reflexionsinstrument mit dokumentierter Methodologie für Entwicklung von Gesundheitsinformation und Entscheidungshilfen. Erkannte Notwendigkeit: Standards wie Good Practice Guidelines und evidenzbasierte Gesundheitsinformation ergänzen.;Deutsche Entwicklung (EbM-Netzwerk), direkt auf deutsches System übertragbar;42270505;https://pubmed.ncbi.nlm.nih.gov/42270505/
2026-09-07;Cotchett M et al.;Sept. 2026;06.09.2026;Musculoskeletal Care;2026;Co-designed, verständliche Patientenbroschüre zu Hallux valgus;Co-Design-Prozess mit 6 Fachpersonen und 2 Patienten (Phase 1) sowie 5 Fachpersonen und 10 Patienten (Phase 2) zur Entwicklung einer evidenzbasierten, lesbaren Patienteninfo zu Hallux valgus.;"Finale Broschüre erreichte Lesbarkeitsstandard für 9–10-Jährige (Flesch-Kincaid Leseklasse unter 7); ausgewogene Information über konservative und operative Optionen mit Transparenz zu begrenzte Evidenz; visuelle Unterstützung und Barrierefreiheit integriert; Nutzer:innen betonten Klarheit, Relevanz, Zugänglichkeit.";Australien, anglophones System – Methode auf deutschsprachige Kontexte direkt übertragbar;42701204;https://pubmed.ncbi.nlm.nih.gov/42701204/
2026-09-07;Shi Y et al.;28.08.2026;06.09.2026;BMC Public Health;2026;Qualität und Zuverlässigkeit von Osteoporose-Info auf Kurzvideo-Plattformen;Analyse von 300 Osteoporose-Videos (100 je von TikTok, RedNote, Bilibili) nach Qualität (GQS, mDISCERN, JAMA) und Engagement-Metriken in China.;"Bilibili hatte höchste mDISCERN- und JAMA-Verteilungen; RedNote niedrigste GQS. Signifikante Plattformunterschiede: GQS H(2) = 39,878 p < 0,001; mDISCERN H(2) = 20,453 p < 0,001; JAMA H(2) = 9,651 p = 0,008. Institutionen höhere JAMA-Scores als andere; kein Zusammenhang zwischen Popularität (Engagement) und Glaubwürdigkeit (alle |ρ| < 0,10). Gesamtqualität suboptimal und plattformabhängig variabel.";China, social-media-spezifisch – Erkenntnisse zur Informationsqualität auf Plattformen übertragbar;42701203;https://pubmed.ncbi.nlm.nih.gov/42701203/
2026-09-07;Bosveld MH et al.;04.09.2026;05.09.2026;Perspect Med Educ;2026;Patientenbeteiligung in interprofessioneller Ausbildung: Barrieren und Erfolgsbedingungen;Qualitative Analyse der Erfahrungen von Studierenden, Lehrenden und Patientenvertreter:innen aus vier europäischen Ländern mit Patient und Public Involvement (PPI) in der interprofessionellen Ausbildung (IPE).;"15 Fokusgruppen mit 27 Lehrenden, 27 Studierenden und 24 Patientenvertreter:innen identifizierten zentrale Erfolgsfaktoren: Institutionelle Unterstützung und gleichberechtigte Wertschätzung von PPI neben Fachinhalten essentiell; PPI half Studierenden, Theorie und Praxis zu verbinden und reduzierte berufliche Hierarchien. Barriere: Mangelnde institutionelle Ressourcen trotz rhetorischer Befürwortung.";Mehrere europäische Länder (Niederlande, Belgien, Portugal, Slowenien) – unmittelbar anwendbar;42699199;https://pubmed.ncbi.nlm.nih.gov/42699199/
2026-09-07;Huang Z et al.;19.08.2026;03.09.2026;Front Public Health;2026;Große Sprachmodelle für Diabetes-Patient:innenbildung: Qualität und Verständlichkeit;Bewertung von ChatGPT-4.1, Claude-4.0, DeepSeek-V3 und ERNIE Bot 4.5 auf 124 Fragen zu Typ-2-Diabetes nach chinesischen Klinikleitlinien (CLEAR- und PEMAT-P-Instrumente).;"Alle vier Modelle erreichten ""sehr gute"" CLEAR-Gesamtscores (19–25), ohne signifikante Unterschiede (χ² = 1,985, p = 0,576). Claude-4.0 niedrigste Vollständigkeit, höchste Angemessenheit; ChatGPT-4.1 höchste Verständlichkeit (Median 91,91%, IQR 91,91–100%). Nur ERNIE Bot überschritt 70%-Schwelle für Umsetzbarkeit (Median 75%). Limitation: Alle Modelle zeigten Mängel in Handlungsanleitungen und Konsistenz.";China – sprachgebunden, Validierung für deutschsprachige Kontexte notwendig;42688778;https://pubmed.ncbi.nlm.nih.gov/42688778/
2026-09-07;Macintyre AK et al.;12.06.2026;13.06.2026;BMC Health Serv Res;2026;Gesundheitskompetenz von Migranteneltern durch Co-Design fördern;Zweiphasiger Co-Creation-Prozess mit 14 Migranteneltern und 59 Fachpersonen zur Entwicklung einer Maßnahme, um Elterngesundheitskompetenz zu stärken – Fokus auf kommunale Zentren in Oslo.;302 Ideen wurden auf 22 reduziert und durch Nutzervertreter:innen priorisiert. Ergebnis: Mehrsprachige animierte Videos zur Klinikerklärung, entwickelt über fünf iterative Qualitätsverbesserungszyklen mit 43 Nutzer:innen. Videos gebrauchsfertig und in klinischen Pilottests verwendbar.;Norwegen, europäisches Sozialversicherungssystem – Methode auf diverse Sprachgruppen übertragbar;42286543;https://pubmed.ncbi.nlm.nih.gov/42286543/
2026-09-07;Wiechel NC et al.;07.06.2026;11.06.2026;Mult Scler Relat Disord;2026;Shared Decision Making in MS-Therapie: Implementierung eines Entscheidungs-Coachings;Implementierungsstudie eines interprofessionellen Entscheidungs-Support-Programms (DECIMS) mit Nurse-Coaching, Online-Wissenswerkzeug und ärztlicher Beratung für Menschen mit MS bei Immuntherapie-Entscheidungen.;"Von 105 Patienten bewerteten 45% das Nurse-Coaching als hilfreichstes Element; 58% bevorzugten autonome Rollen. Ärztliche und Patientenentscheidungen stimmten in 77% überein; 49% begannen Immuntherapie, 30% wählten Beobachten. >80% berichteten besseres Verständnis, >80% fühlten sich nicht verstört durch Unsicherheiten. Implementierung erfolgreich und nachhaltig.";Deutschland (Universitätsmedizin Hamburg-Eppendorf), vergleichbare Universitätsklinika;42276023;https://pubmed.ncbi.nlm.nih.gov/42276023/
2026-09-06;Stadler V et al.;Okt. 2026;04.09.2026;Health Expect;2026;Patient und Public Involvement in pädiatrischer Gesundheitsforschung: systematischer Überblick;Systematischer Review von 37 Studien (2003–2024) zur Implementierung von Patient und Public Involvement und Engagement (PPIE) in pädiatrischer Gesundheitsforschung, Ebenen, Methoden und Barrieren.;"PPIE in 89% der Studien in Studiendesign, 51% in Rekrutierung involviert; wesentliche Vorteile: bessere Rekrutierung und Retention. Hauptbarrieren: finanzielle/zeitliche Ressourcen, Repräsentativität. Berichtqualität (GRIPP2) sehr variabel zwischen Studien; keine konsistente Evidenzbasis für optimale PPIE-Umsetzung.";"Überwiegend anglo-amerikanische und europäische Studien; Methoden grundsätzlich systemübergreifend, aber kulturelle Adaptationen nötig";42695586;https://pubmed.ncbi.nlm.nih.gov/42695586/
2026-09-06;Zhang Z et al.;20.08.2026;04.09.2026;Front Public Health;2026;Gesundheitskompetenz schützt Studenten vor problematischer KI-Nutzung und psychischen Belastungen;Querschnittstudie mit 1.872 chinesischen Universitätsstudenten zu latenten Profilen der Generative-AI-Nutzung und deren Zusammenhang mit Angst, Schlafproblemen und psychischem Stress sowie moderierenden Faktoren Health Literacy und selbstgesteuertes Lernen.;Vier Profile identifiziert: 39,9% niedrig-risiko adaptive Nutzer, 25,7% angstgeprägt, 19,8% schlafgestört, 14,6% hochrisiko dysreguliert. Höhere Health Literacy (OR für niedrig-risiko vs. hochrisiko-Profil) und selbstgesteuertes Lernen senken das Risiko hochrisiko-Profile signifikant.;"China; universalistische Konstrukte Health Literacy anwendbar, aber KI-Nutzungskontexte unterscheiden sich";42694124;https://pubmed.ncbi.nlm.nih.gov/42694124/
2026-09-06;Austarheim AKS et al.;24.06.2026;24.06.2026;PLoS One;2026;Sicherheits-Checkliste vor Operation verbessert nicht die Gesundheitskompetenz;Gestaffelte Cluster-RCT mit 700 chirurgischen Patienten (49,3% Response) zur Wirkung einer präoperativen Sicherheits-Checkliste mit Patienteninstruktionen gegenüber Standard-Care auf Health-Literacy-Scores.;"Keine signifikanten Unterschiede in neun Health-Literacy-Dimensionen zwischen Interventions- und Kontrollgruppe. Nur Interaktionseffekt in der Domäne ""Aktives Gesundheitsmanagement""; qualitatives Feedback deutet auf Nutzenpotenzial hin und rechtfertigt weitere Untersuchung.";"Norwegen, Tertiärkrankenhaus; vergleichbares Operationssetting wie deutsches Gesundheitssystem";42340942;https://pubmed.ncbi.nlm.nih.gov/42340942/
2026-09-06;Smith P et al.;23.06.2026;23.06.2026;BMJ Open;2026;Selbstpflege-Vertrauen, fachliche Unterstützung und Health Literacy sind verflochten – auch bei Barrieren;Querschnitt-Online-Survey mit 3.255 britischen Erwachsenen (227 Gesundheitsfachpersonen) zu Interaktion zwischen Selbstpflege-Vertrauen, fachlicher Unterstützung und Health Literacy.;88,5% berichten Vertrauen in Lebensstiländerung, 91,9% in Selbstmanagement. 77,4% finden Fachkompetenz leicht erreichbar, aber nur 51,4% können Behandlungsoptionen evaluieren, 43,6% finden Mentalgesundheits-Info schwer zugänglich. Fachpersonen nennen: Patientenunwilligkeit (64,8%), unzureichendes Verständnis (59,0%), Zeitmangel (42,7%), Health-Literacy-Defizite (45,8%). Ältere 65+ signifikant weniger selbstpflegevertrauend mit Fachbegleitung (aOR=0,50, p=0,001).;"UK National Health Service-Befragung; deutsches Gesundheitssystem hat ähnliche Koordinations- und Zeit-Barrieren in Primärversorgung";42336787;https://pubmed.ncbi.nlm.nih.gov/42336787/
2026-09-06;Miranda Montoya MC et al.;19.06.2026;19.06.2026;BMJ Glob Health;2026;Schwangere wollen Risikoinformation früh, getrennt von Entscheidungsdruck – auch bei Unsicherheit;Qualitative Multiländer-Studie mit 98 Frauen aus Brasilien, Kolumbien und Puerto Rico zu Präferenzen für Risikokommunikation bei Zika-Virus-Verdacht in der Schwangerschaft unter diagnostischer Unsicherheit.;Frauen wünschen sich Testergebnisse, Risiken und verwandte Unsicherheit so früh wie möglich. Sie wollen Risikokommunikation von nachfolgenden Entscheidungsschritten trennen, um Zeit zur Überlegung zu haben. Kernbefund: Zeitliche Trennung zwischen Information und Entscheidung ist zentral für Akzeptanz von Risikoinformation unter Unsicherheit.;"Südamerika; Befund zu Information-Decision-Timing systemübergreifend gültig, aber Zika-Kontext nicht auf Deutschland übertragbar";42320938;https://pubmed.ncbi.nlm.nih.gov/42320938/
2026-09-06;Beccia F et al.;16.06.2026;16.06.2026;Public Health;2026;Gesundheitskompetenz zu Personalisierten Medizin variiert stark zwischen europäischen Ländern;Querschnittstudie mit 6.581 Befragten aus 8 europäischen Ländern zur Awareness und wahrgenommenen Bildungsbedarfen zu Personalisierter Medizin, genetischen Tests und digitalen Gesundheitslösungen.;"47,76% kennen Personalisierte Medizin, 80,53% kennen genetische Tests, 54,29% digitale Lösungen; 65,54% finden Info schwer zugänglich, 65,29% fühlen sich unterinformiert. Höhere Bildung korreliert mit besserer Awareness (p<0,001). Signifikante Länder- und Geschlechtsdifferenzen; Ungarn und Niederlande höher, Deutschland nicht separat berichtet.";8 europäische Länder inkl. DACH-Region, vergleichbare Versorgungssysteme – direktübertragbar für deutsche Bevölkerung;42302572;https://pubmed.ncbi.nlm.nih.gov/42302572/
2026-09-06;Benton M et al.;Juni 2026;16.06.2026;Health Expect;2026;Verständliche Schulung für schwangere Frauen ohne Englischkenntnisse verbessert Gesundheitskompetenz;Qualitative Studie zu einem co-produzierten, 6-wöchigen Health-Literacy-Programm für schwangere Frauen mit begrenzten Englischkenntnissen in Ostlondon.;Teilnehmerinnen berichteten verbesserten Verständnis der Schwangerschaft, erhöhtes Vertrauen in die Kommunikation mit medizinischem Personal und Aufbau sozialer Unterstützungsnetzwerke, die das Wohlbefinden förderten.;"UK-Studie; sprachgebundenes Programm – deutsche Adaptation notwendig für deutschsprachige Immigrantinnen";42298814;https://pubmed.ncbi.nlm.nih.gov/42298814/
2026-09-05;Salemans RFC et al.;04.09.2026;04.09.2026;J Med Internet Res;2026;Entscheidungshilfe für Verbrennungsbehandlung: Entwicklung und Umsetzung einer Shared Decision-Making-Intervention;Niederländische Studie zur Entwicklung und pilotweisen Einführung einer Entscheidungshilfe (DA) für Patienten mit tiefen Verbrennungen unter Beteiligung von Patienten, Fachleuten und Patienten-Selbsthilfegruppen.;"Die Entscheidungshilfe wurde 42-mal verteilt und von 28 Patienten genutzt (67 % Beteiligungsquote). Patienten und Fachleute berichteten positive Erfahrungen; 91,2 % der Ärzte (31/34) unterstützten die Nutzung. Das Instrument wurde als praktikabel für den Routineeinsatz bewertet.";Niederlande, vergleichbares Versicherungssystem und Versorgungsauftrag;42696705;https://pubmed.ncbi.nlm.nih.gov/42696705/
2026-09-05;Khanal SP et al.;07.09.2026;04.09.2026;Health Lit Res Pract;2026;Schulische Gesundheitskompetenz-Intervention für nepalesische Adoleszenten;Systematische Entwicklung eines Schulprogramms mit 13 Sitzungen zur Verbesserung der Health Literacy und gesundheitsfördernden Handlungen bei Neuntklässlern, basierend auf Mixed-Methods-Design und Delphi-Prozess.;"Die Interventionsentwicklung folgte dem Intervention-Mapping-Ansatz; das abschließende Programm umfasst 13 Sitzungen mit neun interdisziplinären Facilitatoren unter Nutzung des SHOWED-Frageworkworks. Die Methode bietet einen replizierbaren Ansatz für Schulen.";Südasien, aber Methodik auf deutsches Schulsystem übertragbar;42696373;https://pubmed.ncbi.nlm.nih.gov/42696373/
2026-09-05;Feng T et al.;19.08.2026;03.09.2026;Front Public Health;2026;Shared Decision-Making bei Diabetesmanagement verbessert Stoffwechselkontrolle;Retrospektive Kohortenstudie zur Wirkung eines individualisierten Bewegungsprogramms mit Shared Decision-Making auf Blutzuckerkontrolle, Selbstmanagement und Lebensqualität bei Typ-2-Diabetes.;Nach Propensity-Score-Matching (n=178) zeigte die SDM-Interventionsgruppe nach 2 Monaten signifikant bessere HbA1c-Reduktion, höheres Time-in-Range (67,72 % vs. 61,65 %, p=0,004), bessere Adhaerenz und höhere SDSCA-Selbstmanagement-Scores sowie niedrigere Diabetes-Specific-Quality-of-Life-Scores.;China, aber Outcome-Messung und SDM-Methodik systemübergreifend relevant;42688211;https://pubmed.ncbi.nlm.nih.gov/42688211/
2026-09-05;V S Pakianathan P et al.;10.08.2026;10.08.2026;JMIR Mhealth Uhealth;2026;Patient-generierte Gesundheitsdaten in Shared Decision-Making: Scoping Review;Systematische Übersichtsarbeit zu Barrieren und Ermöglichern bei der Integration patientengenerierter Daten (PGHD) in Shared Decision-Making aus Sicht von Fachleuten und Patienten.;53 Publikationen zeigten sechs übergeordnete Themenbereiche als Barrieren/Ermöglicher: Patienten-Fachpersonen-Beziehung, Patientenmerkmale, Organisationsfaktoren, medizinische Ethik/Recht, datengesteuerte Workflows und Design/Technologie. Ein erwitertes 10-Stufen-Workflow-Modell wurde entwickelt.;Österreich, deutschsprachig, vergleichbare Versorgungsstrukturen;42574670;https://pubmed.ncbi.nlm.nih.gov/42574670/
2026-09-05;Hasenpusch C et al.;10.07.2026;10.07.2026;JMIR Med Educ;2026;COVID-19-Gesundheitskompetenz-Interventionen für Fachleute: Systematische Übersicht;Systematische Übersichtsarbeit zu Wirksamkeit von Health-Literacy-Interventionen bei Gesundheitsberuflern (Ärzte, Pflegepersonen, andere) während COVID-19.;"15 RCTs (2034 Teilnehmende), 4 Quasi-Experimente (291), 74 unkontrollierte Studien (327.298) eingeschlossen. COVID-Interventionen erhöhten Impfwissen (SMD 1,00; 95%-KI 0,33–1,67) und Infektionsschutzkompetenzen wie Schutzausrüstung (SMD 1,95; 95%-KI 1,82–3,09), aber Evidenzsicherheit gering. Qualitätsmängel und Bias überwiegen.";Deutschland und Europa, Fachleute-Qualifizierung übertragbar;42430764;https://pubmed.ncbi.nlm.nih.gov/42430764/
2026-09-05;Schäfers M et al.;07.07.2026;07.07.2026;Bundesgesundheitsblatt Gesundheitsforschung Gesundheitsschutz;2026;Partizipationsforschung: Stand der Institutionalisierung in Wissenschaftssystem;Soziologische Analyse zum Institutionalisierungsprozess von Partizipationsforschung als Forschungsfeld zur gesellschaftlichen Teilhabe von Menschen mit Behinderungen in Deutschland.;Ambivalentes Bild: Netzwerkbildung und transdisziplinäre epistemische Kultur zeigen deutliche Institutionalisierungsfortschritte, hohe politische Relevanz. Strukturelle Verankerung im Wissenschaftssystem bislang gering. Partizipationsforschung hat hohen Stellenwert bei Inklusion und Teilhabe.;Deutschland, Bundesgesundheitsblatt, deutsches Behindertenrecht und Partizipationsprinzipien;42412179;https://pubmed.ncbi.nlm.nih.gov/42412179/
2026-09-05;Bharadia T et al.;24.06.2026;25.06.2026;Curr Med Res Opin;2026;Transparente Honorierung von Patienten als Autorinnen und Autoren;Leitpapier zur Überwindung von Barrieren für die faire Bezahlung von Patienten als Mitautorinnen und Mitautoren in pharmazeutischen Publikationen.;Sechs Barrieren werden beschrieben (Wertschätzung, Compliance-Risiken, operative Herausforderungen, Equity-Bedenken, externe Wahrnehmung, Anerkennungsalternativen) mit praktischen Lösungen und Fallbeispiel einer Pharmafirma, die Patienten-Autorenhonorar implementiert.;Internationale Standards, auf deutsches Gesundheitssystem anwendbar;42343642;https://pubmed.ncbi.nlm.nih.gov/42343642/
2026-09-04;Golsäter M et al.;03.09.2026;03.09.2026;Scand J Prim Health Care;2026;Bildunterstützung bei Dreijährigen verbessert Beteiligung in Kinder-Gesundheitsuntersuchungen;Qualitative Studie mit 20 Hausärzten in Schweden zur Erfahrung mit Bildmaterial als Werkzeug, um Dreijährige an Gesundheitsuntersuchungen zu beteiligen und ihre Perspektiven zu erfassen.;Hausärzte berichten, dass Bildunterstützung ihnen hilft, Kinder zuzuhören, Beziehungen aufzubauen und faire Gesundheitsbewertungen durchzuführen – auch in komplexen Situationen. Das Vorgehen fördert Partizipation gemäß UN-Konvention Kinderrechte Artikel 12.;"Skandinavien, ähnliche Primärcare-Strukturen; Übertragbarkeit auf deutsches Kinderschutzsystem gut.";42691317;https://pubmed.ncbi.nlm.nih.gov/42691317/
2026-09-04;Tupanich W et al.;28.07.2026;03.09.2026;J Korean Acad Nurs;2026;Pflege-Schulung zu COVID-19 stärkt Bewusstsein und Prävention bei älteren Menschen in Bangkok;Quasi-experimentelle Studie mit 76 älteren Erwachsenen in Bangkok zu Wirkung eines Health-Literacy-Programms (Pengjuntr V-shape Modell, 6 Domänen) auf COVID-19-Bewusstsein und Präventionsverhalten über 12 Wochen.;Interventionsgruppe zeigte signifikant höhere COVID-19-Awareness und Präventionsverhalten als Kontrolle (p<0,001) nach 4 und 12 Wochen. Effekte blieben stabil. Pflege-gestützte, gemeindebasierte Schulung mit Verhaltensunterstützung (Gruppen, LINE, Aktivitäten, Hausbesuche) wirksam.;"Thailand; Befund zu grundschul-basiertem, mehrmodalem HL-Programm bei Älteren übertragbar, aber an deutsches Sprachennetz angepasst.";42687651;https://pubmed.ncbi.nlm.nih.gov/42687651/
2026-09-04;Palimetaki F et al.;02.09.2026;02.09.2026;BMJ Open Qual;2026;Beteiligung von Pflegepatienten in Inspektionsberichten nimmt zu, bleibt aber gering;Explorative Studie über 273 niederländische Inspektionsberichte zu Pflegeheimen 2020–2023, wie häufig Patienten und Angehörige als Informationsquellen in Qualitätsbewertungen zitiert werden.;Signifikanter Anstieg von Patientenzitaten bei 3 von 16 Bewertungskriterien, besonders zu person-zentrierter Versorgung. Trotz Zunahme bleibt Platz für systematischere Einbeziehung von Patientenerfahrungen bei Qualitätsbewertungen.;Niederlande, vergleichbare Inspektionsstrukturen und Versorgungssysteme mit Deutschland.;42686381;https://pubmed.ncbi.nlm.nih.gov/42686381/
